StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Intro,"Age1 ",Age2cope,Class1,Class2cope,RaceEthnicity1,RaceEthnicity2cope,religion1,religion2cope,Disability1,Disability2cope,Neurodiversity1,Neurodiversity2cope,Gender1,Gender2cope,LGBTQIA+1,LGBTQIA+2cope,Pronouns1,Pronouns1_5_TEXT,Pronouns2experience,Pronouns3feel,"IdentityAffinity ","IdentityMore "
2024-03-07 11:25:10,2024-03-07 12:01:41,IP Address,100,2190,True,2024-03-07 12:01:41,R_1BaaygWhjVinwTD,email,EN,"I agree, begin the research survey","Gen Z, 22",,"Currently upper middle class ","family was lower class from ages 2-15, so I coped with code-switching from my neighborhood and in school. I'd hide that I got free lunch at school.",Ethnically Latinx and a 3rd generation Mexican-American. My race is white.,"Because I'm read by others as white, I haven't experienced direct racism. What has happened though, is that other's felt like they could say racist stuff to me because I present and am racially white. To cope, I've actually tried to accentuate my heritage. I've never hid my ethnic identity, out of pride but also spite. ",,,,,"I am diagnosed with PTSD, which for me manifests in executive functioning issues and hypervigilance.","I didn't like the reactions of my parent to my sibling with ADHD growing up, so to avoid that kind of judgment about executive functioning, even now I lie about my ability to complete tasks, delegate my time, initiate tasks, and to control my impulses. ",Queer/non-binary,"I've given up correcting folks on my pronouns, withdrawing. ",Queer,"Keeping my sexuality and sexual identity private from work. ",they/them/theirs,,"I've been in a long struggle with my mom for using my correct pronouns, for two years now it's been a constant ""can you please use they/them"" and her response is ""sorry I'm trying I'm not used to it"". Disheartening. With work, about 50% use my preferred pronouns upon asking, the others don't probably as they are all older adults and I don't know what their positions are. Online has been the easiest, likely because I surround myself with other queer folks. My siblings and best friends have always been super supportive of it. ","Online it feels easier as it's less direct, in-person it's fine just slightly anxiety inducing because who knows what they think of it. By telling someone my preferred pronouns, I run the risk of being misgendered and so sometimes I don't even want to share it. ","I find belonging in crochet activities, the Latinx/Chicanx community, going to queer spaces with friends, and coffeeshop culture. ",
2024-03-07 11:46:01,2024-03-07 12:05:35,IP Address,100,1174,True,2024-03-07 12:05:36,R_1upTLq10NpJ2MoT,email,EN,"I agree, begin the research survey",Millennial - 32,"I am the youngest of my colleagues, and I definitely dress ""older"" at work than I do in my daily life. I've had comments made that ""I'm too young to understand"" a problem at work so I intentionally don't tell people my age and don't discuss work experience with any defined dates. ",Upper middle class,"I'm privileged to not have personally experienced this, but I had a coworker disclose she was embarrassed about her older model car, and intentionally parked further away so folks wouldn't see it.","white/Caucasian ","I am privileged to not have personally experienced this. ",Former Catholic,I have neither witnessed nor experienced this at work,I am not disabled.,I have neither witnessed nor experienced this.,I am not,"I have neither witness nor experienced this in recent memory. I recall this being an issue in school, but unfortunately do not have any specific examples. ",Woman," I work in construction, and therefore am often the only female-identifying person in the room. When I first started in the industry I was sensitive to dress in a way that concealed my body and ""feminine"" traits. I refrained from wearing makeup, which i wear every day otherwise. As I've grown in my career and taken an authority position I am less concerned with trying to ""blend in""",I do not,"I personally do not have a good example of this. I do try to keep my language nongendered, refraining from the terms ""you guys"" or ""boyfriend/girlfriend"" and use terms like ""you all, folks, team"" and ""partner, spouse"" to try and create inclusive norms. ",she/her/hers,,"I appreciate when people tell me theirs when I first meet them to establish a friendly rapport. I have found some older folks I volunteer with don't seem to listen and I've heard folks use the incorrect pronouns, even when bring corrected. It feels more than just rude or mispronouncing someone's name wrong, but blatantly disregarding a person's humanity","I appreciate that people feel comfortable enough to tell me about themselves. I hope by being open at the beginning of an introduction, that a relationship (even just casual acquaintances) is based on honestly and respect. ",Volunteering!,"I think there are superficial moments we have with people all the time: the bus driver, the TSA agent, etc. If I am having more than a passive interaction with a person, I think a good community should care enough to acknowledge and appreciate people's identify."
2024-03-07 11:51:50,2024-03-07 12:06:31,IP Address,100,880,True,2024-03-07 12:06:31,R_5W0A5hCtFThdACR,email,EN,"I agree, begin the research survey","Gen Z, 19","I have experienced some form of ageism as many older people in the workforce have preconceived notions of Gen Z’s work ethic, personalities, etc. I cope by not divulging personal information about myself or my identity, unless I feel comfortable with the individual. ",Upper lower class/lower middle class,"I used to change my appearance and my values to align with others, but have realized how harmful that is.",Asian - Pakistani,"Changing appearance, code-switching, rejecting my own culture to fit into the eurocentric standard, hiding details about my culture, family, religion, etc",Islam,"Hiding details, distancing myself from the religon, avoiding situations where I felt that my answer was being used to reflect on the religion as a whole, rather than my personal beliefs. ",N/A,N/A,N/A,,"Female ","rejecting things or hobbies which are perceived as stereotypically feminine, and favoring more masculine activities. ",Bisexual,"Only coming out to a small group, avoiding representing any LGBTQ flags due to my homophobia household, hiding details ",she/her/hers,,"I love spaces where pronouns are asked & respected as it feels more welcoming ","I think it fosters a positive environment and relationship with the people you are speaking to. I prefer when everyone in the group is given the opportunity to introduce themselves with their preferred name/pronouns, as it doesn’t feed into the idea that you can assume what someone’s pronouns are based on their physical appearance ","With people who have the same values, morals, humor as me","I like to think that I am confident in my identity, but as a queer muslim woman living in a homophobic household, it feels as though I am not being genuine sometimes. I feel the most comfortable when I’m with friends I trust, and when I’m able to share my identity unapologetically "
2024-03-07 12:35:50,2024-03-07 12:50:16,IP Address,100,865,True,2024-03-07 12:50:17,R_1PtamkoiwgeFTqV,email,EN,"I agree, begin the research survey","Millennial / Gen Z, 25 years old",Haven't experienced,Middle class,Haven't experienced,"North African / Middle Eastern, jewish",No coping mechanisms help reconcile the fact that people hate me purely for my religion and ethnicity. DePaul students have denied my own and my family's experiences of persecution because it didn't fit into a narrative they believe in. It is scary and haunts me every single day that I am in this country and on this campus.,Jewish,"The students and administrations lack of support for the Jewish people and for Israel, the only Jewish state--to which many jews, including my own grandparents, fled to in order to avoid persecution and violence-- is disgusting and terrifying. The University allowed students to chant ""there is only one solution, intifada revolution"" referencing both Adolf Hitler and the intifadas which were campaigns of terrorism against Israelis and also jews worldwide. The University's lack of condemnation, even after reports were submitted to the administration indicates to me that somehow jews do not deserve the same dignities and protections as other minorities on campus. Again, no amount of coping mechanisms can stop the fear I feel walking through this campus. ",,,,,Male,"I have not witnessed gender discrimination or misogyny on campus ",,,he/him/his,,"I address everyone as they prefer to be addressed. ",,,
2024-03-07 14:26:22,2024-03-07 14:44:49,IP Address,100,1106,True,2024-03-07 14:44:49,R_1ANzNBq61aYgBW1,email,EN,"I agree, begin the research survey",Millenial. Age 36,"Avoiding revealing immediate identifiers, such as the age I was when a world event happened, or the year I graduated. I'm old enough now that I do not feel much age discrimination. I've ""made it"" to prime adulthood, but am not old enough to be considered past my prime for most things.","My current socioeconomic class is higher than the one in which I was raised, thanks to my spouse's job. I was raised lower middle class. I'm currently upper middle class, possibly reaching upper class in a few years.","In my time in undergrad, I was in the minority as a lower middle class student among a majority-wealthy population. I was defensive about many things and almost aggressively showy about being lower middle class. I would scoff at the luxuries my classmates and friends took for granted. ",white,n/a,not currently religious. Raised Catholic and briefly evangelical.,"I was in the minority in undergrad as a then-practicing Christian. I resented the science-heavy and atheistic approach on campus from administration, such as when students all received physical letters in our campus mailboxes from the chancellor encouraging us to vote a certain way on a stem cell bill on the state ballot, or when Intro to Human Evolution was a gateway class for many of the paths to fulfill a graduation requirement. I felt angered.",I have a diagnosed mental health condition but I do not consider myself disabled. Using the term for myself belittles those with true disabilities and leaves them with no vocabulary to describe their own conditions.,n/a,n/a,n/a,female,"People can self-identify how they want and it doesn't bother me, with one exception: I have read articles talking about ""non-males"" as a way to be inclusive to women of all types, I suppose, and that absolutely irritates me. I identify as a woman, proudly, and it is offensive to me to define me as what I am NOT, as if ""male"" were the default, rather than as what I am.",n/a,n/a,she/her/hers,,"it's clunky but fine, I guess. I don't mind at all when it's written out in my email signature or Zoom name. I find it very awkward to say it out loud, at the beginning of a presentation or when introducing myself.","Written, no problem. Orally, I think it's very awkward-sounding. I also have found that for the few people with whom I interact where it would actually be useful information, those people have chosen NOT to share pronouns. I also have a hard time when people give what seems to be multiple options, such as she/they. I'm fine using ""they"" if they prefer, but if the point of sharing pronouns is to tell me what you prefer and then you still don't tell me which you prefer, what's the point? If you tell me ""she/they"" and you are female-presenting, I'm going to use ""she"" since you told me it's an acceptable option to you because it's easier.","Parental status. I easily connect when I hear others have small kids, since in this phase of life it's all-encompassing.","Salient pieces of my identity come out differently depending on where I am, who I'm around, etc. Some of my identities have also changed over time."
2024-03-07 14:51:14,2024-03-07 15:00:29,IP Address,100,555,True,2024-03-07 15:00:31,R_3iJdlno7wiE1ogi,email,EN,"I agree, begin the research survey","Gen-Z , 21 ","I change my appearance in professional settings. I make sure that I shave my armpits if that is needed. It isn't something I like doing but older people see it as direspectful. I often do not disclose my age as well. However, I feel it is more prevelant for older people. They cannot always hide their elderly status. People take them less serious ","I grew up in a lower middle class family. Recently we have moved to middle class. ","I think a lot of people at DePaul are rich, but are under the presumption they are middle class. I don't expierence a lot of classism from my peers but I believe that some requirments from professors like demanding to buy expensive software or textbooks is a really hard burden. I feel that some people will make fun of clothes or homeless people. I don't change myself in anyway. Here at DePaul, its almost shameful to be rich and people try to pretend to be poorer than they are. ","I am a white catholic ",I do not experience any racism,"Grew up Catholic, but not practicing anymore ","This is a catholic instituion, so I dont feel discriminated agaisnst","I ",,"I have ADHD ","Normally this is just me having to deal with it on my own . It is normally not a hindrance as I have gotten good at handling it. ","Cis ","I am obviously a women, so misogny is ingrained in the system. I feel that I talk to others about harrasment from other males on the street or students to cope with it. I also feel in professional settings I have to be perfect to prove that I can be just as good. I never talk with men about certian aspects like menstrual cycles or other problems so they don't discount me ","I am a lesbian ","I sometimes don't feel comfrotable kissing or doing PDA with my girlfriend, but DePaul is reletively accepting exept for some homophobes. ",she/her/hers,,"Fine. I don't go by any different pronouns then what I was assinged at birth ","Maybe a little embarrased in front of conservatives but normally fine. ","I am not sure but normally with my career and poltics I find community ","Trying to pick apart every part of ourselves and putting a label on them can be even more harmful. I see this really hurting my peers. This self anyaliss makes us vain, self important and overthink our own selves instead of just living. "
2024-03-07 13:24:08,2024-03-07 15:15:25,IP Address,100,6676,True,2024-03-07 15:15:25,R_3fa7AIYWzMNeHUI,email,EN,"I agree, begin the research survey","First Generation, 20 years old","As a current student coordinator, I have feared applying my role as a coordinator due to fear of students not respecting due to me being younger, or in some (very rare) cases been disrespected because of my school grade (or sex)",low-income,"When facing food insecurity comments like ""just make food last longer"" have make me feel completely disregarded over the fact that in many cases there is no way for me as a student to afford food. ","Latina, ",Been called exotic in a few cases but also having my culture and practices been disregarded as not being normal by usually white people. Been told that religious beliefs such as santeria and christianity should not be practiced even if they are part of culture because they violate human rights even though they represent an important part of my identities even as a queer person,Christian (not religious),n/a,"ADHD, anxiety","Been told lazy for having a hard time concentrating on homework from my ADHD that I have actively been trying to get prescribe meds for and antisocial for getting noise overwhelm easily, especially in loud school events. ",ADHD and Sensory issues,Been scared to tell professors about my undiagnosed ADHD and asking sometimes for extensions,Gender Fluid,"Not necessarily being misgender, but even if I tell people that I go by all pronouns, always been referred as she/her and never been referred by other pronouns. Been told that as latina I shouldn't use the word Latine because it doesn't exist in the dictionary. ","Queer, Bisexual",Been told that people are bisexual because they are confused,self-describe,all pronouns,Still haven't have an issue,"In many cases people who see me as a female only use pronouns to refer to female individuals, which is fine but not the only thing i would like to be referred to even if I had make it clear that I would like other pronouns to be used on me. ",Art and Reading,Nothing yet
2024-03-07 12:37:12,2024-03-07 17:30:41,IP Address,100,17608,True,2024-03-07 17:30:41,R_2J0Mt0QFlyGhl6x,email,EN,"I agree, begin the research survey","Millenial (but on the cusp of gen z), 27",,"medium/high SES. I'm not sure about this - I grew up in an upper middle class household, but I currently live on my own and make the salary of a graduate assistant (low).",I have not experienced classism.,White.,I have not experienced discrimination based on race.,"Not religious - agnostic, if I had to choose.",I have not experienced religious discrimination.,"It's unclear whether this should be categorized as a disability, but I have Generalized Anxiety Disorder.",Viewing my anxiety as something that I live with (separate from the self) rather than a self-defining feature has been very helpful for managing my anxiety symptoms and coping with stigma. Reassuring myself that my anxiety is based in my body and not always within my control is also helpful.,"I am not diagnosed with ADHD, but I suspect that I have it based on the diagnoses of close family members (brother, dad) and the symptoms I experience. I do have social anxiety and generalized anxiety as well.","I definitely have used not expressing my needs, masking, and scripting as coping mechanisms in the past. I often script social situations before they occur, and this makes me inflexible to change in my schedule at times. Not expressing my needs is usually not helpful - if I ignore sensory overload I end up completely overwhelmed and wanting to go home, if I ignore my anxiety and refuse to use calming strategies it tends to get worse. I think I have gotten better with expressing my needs over time. Masking is tiring, but helpful for making it through social situations.",Cisgender female,"As a woman who displays more masculine traits or behaviors at times, I've received a lot of pressure to conform to female gender expectations. Specifically, I am athletic and competitive, don't like to wear much makeup, and don't dress overly feminine. Coping mechanisms - finding identity outside of gender, withdrawing and being quiet during these kinds of conversations, at times conforming to gender expectations even if I didn't really feel comfortable doing so.",I would describe myself as bisexual.,"I've witnessed people saying that being bi isn't a real thing and people just need to ""pick one gender."" Coping mechanisms were keeping my identity as queer concealed/being closeted, avoiding talking about relationships, distancing myself from unaccepting friends or family members.",she/her/hers,,"Sharing pronouns has become more comfortable as it becomes a more common thing to do. It was a little awkward the first few times. I worry that sometimes during introductions I forget to share my pronouns, and this may come off as unaccepting. ","I'm glad that people are attempting to be inclusive, but I also feel torn. In introductions people are sometimes mandating that everyone share their pronouns, which is good for not assuming gender but may pose difficulties for gender non-conforming or trans folks who now have to either out themselves or lie in that situation. I'm glad to share my pronouns and my respect for the trans community when possible.","I find belonging and connection within my community of family and friends. Our values and interests do not always line up, though - this is where online communities become important for me in finding belonging. I find a sense of belonging in online spaces where people are excited about the same things I'm excited about - typically some form of media, tv show, music, celebrity gossip, whatever is in my sights at the moment.","I don't have anything specific to add about the topic for now. As a fellow researcher interested in the concept of social identity, I hope that I get to see where this research goes in the future!"
2024-03-07 18:28:31,2024-03-07 19:00:44,IP Address,100,1933,True,2024-03-07 19:00:45,R_2EgLL3Z8UGF3dN2,email,EN,"I agree, begin the research survey","Gen Z, 19 years old.","I do not think my language or behavior has much to do with my age. Others may have a perception of me based on my age, but that doesn't entail much.",Working class.,I think code-switching is a daily thing for me. It could just be me adjusting to the environment and learning new ways to behave appropriately in certain places.,African American or Black.,"I have not experienced any events of discrimination because of my race or ethnicity. ","I am not religious. ",N/A.,I do not have any disabilities.,N/A.,N/A.,N/A.,"I am Nonbinary, specifically Agender.","I do not let confusion or discriminatory comments influence how I think or feel about my identity, but curiosity and questions are welcome.",I identify as a Lesbian.,Talking to people in the LGBTQIA+ community.,they/them/theirs,,"Some people are respectful and address me as I prefer, while others constantly forget my pronouns.","I feel respected, seen, and valued as a regular person.","Art (Photography/ painting), running, family.","As mentioned in the prompt above, identity encompasses a whole range of different things that contribute to who you are. Try not to become hyperfocused on one part and neglect the others. Embrace all parts of your identity, even the ones that are ""still in the works."""
2024-03-07 19:00:50,2024-03-07 19:10:05,IP Address,100,555,True,2024-03-07 19:10:05,R_74oqoJXkg7k83D9,email,EN,"I agree, begin the research survey",Gen Z; 24,"At my last job, I worked to act more neutrally and use more ""adult"" language so that people did not treat me like I was stupid for being the youngest one there.",Middle class,I do not think I have experienced classism,White,I do not believe I have experienced this type of discrimination,Christian,"I no longer tell people about my religion, as I had so many people make assumptions of my beliefs based on it. I also feel like I have to make a very clear point to demonstrate that I am a ""progressive"" christian",I am not disabled,I have not experienced this form of discrimination,I do not think I have any neurodivergency,I have not experienced this form of disrimination,Woman,"I feel as though I have to be more expressive of my knowledge so that people do not think I know less since I am a woman. I deal with a lot of ""mansplaining"" and so I feel I need to specifically demonstrate that I know things already so it doesn't happen. I also try to dress more neutrally",Bisexual,"I do not publicly identify as bisexual because I do not want to deal with any bad reactions from my friends, family, or colleagues ",she/her/hers,,I've never had a problem with it,Neutral,In my gender and sexuality with my friends,I do not think I have much to say
2024-03-07 19:22:04,2024-03-07 19:59:18,IP Address,100,2233,True,2024-03-07 19:59:19,R_216WiDPCf0fzfdo,anonymous,EN,"I agree, begin the research survey","Gen Z, I'm 26.","Yes, I have. I try to listen to the current music to fit in.",Middle Class.,"No, not that I can think of.",Southeast Asian.,"Yes I have, I have had to go to psychotherapy to cope with it.","I'm not a religious person, I'm agnostic and lean towards atheism.","Yes, I've had to hide my religious identity.",I have a mental illness.,I've had to cope by hiding my disability and I'm very guilty about expressing my needs and seek for accommodations.,"I have been diagnosed with ADHD-C-Type, CPTSD, Clinical Depression, Generalized Anxiety Disorder, Obsessive Compulsive Disorder.","I have had to cope with being severely anxious, and I have had to withdraw from people, I feel like isolating myself from others.",I'm a man but I'm bi-curious.,"I have been hazed in my college, psychotherapy has helped me immensely.",I'm pro-LGBTQIA+.,"Yes, I come from a culture that's very regressive and doesn't support LGBTQIA+. I just avoided the topic altogether.","he/him/his,they/them/theirs",,Neutral but I just stick to my assigned pronouns.,I feel If I start expressing my sexuality I'll lose my friends and family.,"I have a strong sense of belonging towards MMA(Mixed Martial Arts), as it's helped me believe in myself and taught me a lot of things.","I base my identity on many things but right now I feel the above answer for the prompt is currently true. "
2024-03-07 21:58:36,2024-03-07 22:33:16,IP Address,100,2080,True,2024-03-07 22:33:17,R_1cUgFTdRAIHlxhm,anonymous,EN,"I agree, begin the research survey",I am Gen Z and I am 26 years old,"Although I have not received much discrimination for my age, I am starting to get to the age when younger kids start treating me like an older person. Sometimes certain people can be mean about my age and I choose to remember how I perceived the world at their age. Sometimes older people will consider I am not knowledgeable enough because of my age. In this case I also remember all the social progress that has been made AFTER they were young, and it helps to understand why they think a certain way.","I come from a middle class family in Mexico. Being middle-class in Mexico brings you a lot more ""luxuries"" than middle class in the US. Sometimes here, I feel like I am from a higher economic status.","Sometimes I have to remind myself that certain objects or experiences do not mean people are better than you. It is hard when people taunt their wealth but you can only think about what you have and be grateful. ",Hispanic. Mexican.,"I have not had many instances of racist attacks made to me, which I am thankful for. I do however, find that a lot of people are ignorant about Mexico. I get a lot of comments about how scared they are to visit Mexico because they will get killed. It is difficult to hear these biased opinions that have no facts behind them. In these cases, I usually stay quiet and just mention that Mexico is not what the US shows on TV.",Non- religious. Atheist.,"Although I am not religious, I have been told that it is not ""correct"" to not believe in anything. I have learned in these cases to not fight back and not share details of my beliefs on the world. I think it's best if I do not comment on anything religious so nobody gets triggered.",No,"I have not experienced this. ",I am not neurodivergent,I am not neurodivergent,Woman,"I have seen sexist and misogynist people mention things that make me feel very sad. Sometimes I choose to remove myself from the situation. If it is social media, I choose to not engage with it. Sometimes, I am in the power to correct people but usually, people who are sexist or misogynist cannot be corrected, much less by me. I think it's always important to try to educate and stand your ground. But I understand that this is sometimes hard or even dangerous.",Straight,I am not in the LGBTQ+ community,she/her/hers,,Some older generations are against sharing pronouns because they do not understand how important it is for certain people.,I like sharing my pronouns but I know sharing them helps other people more than it helps me.,"I feel I belong when I am with Latin people. I also feel connected to people who enjoy similar activities that I do, like cooking and reading. Although I have friendships with different beliefs, and religions, they all have similar views on values, and that is where I feel like I belong.","Your sense of identity changes throughout your lifetime. I think as a teenager you are very cautious of what other people like, or what you think you should like. As you grow older you are more at piece with loving what you love and understanding yourself."
2024-03-08 16:11:47,2024-03-08 16:28:15,IP Address,100,987,True,2024-03-08 16:28:16,R_7D0TZ6HRQIH6zLV,email,EN,"I agree, begin the research survey","Gen Z, 19","Something I like to remember is that we grew up in such different worlds that there is no way to come to a complete understanding of each other. ","I would say that throughout my life I have been lower middle class or middle middle class. I didn't have to worry about what I was eating for dinner, but my family has always shopped at thrift stores and we would push back getting groceries for my mom's paycheck to come in.","Changing my appearance for sure has helped to make me fit in more, with the increasing popularity of thrifting, my style has become more popular. I don't talk a lot about my economic situation and when it does get brought up, I try to not talk about it too much. It has mostly created an internal struggle because I lived in a neighborhood that was extremely rich, but we were just barely affording it. ",White,"I acknowledge my privilege that I have not had to alter myself to blend in. ","I help out at my church with the little kids there. I like this because I don't have to listen to sermons or anything crazily religious. I like sharing the broad concepts of religion like being a good neighbor and help others with children as I think it shapes them into being more kind people. ","I do feel a little embarrassed by my participation in religion. I will willingly share it but only under the conditions that I listed above. ","My sole disabilities are mental health related (depression, anxiety, other).","I really try not to express my needs and act as if I am normal when I am struggling because I dont want to change people's perception of me. ","Anxiety, Depression, possible autism..... ","With the possible autism diagnosis, I have only talked about it with close friends. I wouldn't want to discuss it with others because I don't want to look like a poser or as if I am participating in a trend. ","I am non-binary. I would like people to perceive me as genderless and have people confused when they look at me. ","In certain situations, I ignore what pronouns people use for me because I don't want to create a hassle and inconvenience others. I like taking in media that represents people like me to feel less excluded from society. ",I would identify as Queer and Nonbinary. I am not sure if I would consider myself transgender because I think that I have been genderless since birth...,"Surrounding myself with positive people and other queer people is helpful. I try to ignore mean comments. Especially with my sexuality, I am happy to shout it from the rooftops and say ""fuck you"" to anyone who doesn't like it. ",they/them/theirs,,"I have my pronouns everywhere. On every social media account, resume, and email signatures. I will make my pronouns known to eliminate the stigma around it. Pronouns are interchangeable as names and should be shared as much as our names are.","I personally love it. I feel accepted, especially when cis people share their pronouns before I have to share mine. As opposed to people only sharing their pronouns after I have shared mine. ","I find connection with people who share the same identity as me and I feel more accepted with these groups. ",
2024-03-08 16:49:57,2024-03-08 17:04:11,IP Address,100,854,True,2024-03-08 17:04:11,R_7XqMghVtsSzupcR,anonymous,EN,"I agree, begin the research survey","Millennial. 30. ","I would talk about it. I would talk to the person who performed ageism on me first, then talk to my manager at work or my teachers at school for help and advice. I would also talk to my family and friends. ",middle class,"Talk to people. ","Asian. ","Report to authority. ","I don't have religious beliefs. ","I would not care too much about it. ","N/A. I am able. ","I would not change my behavior. I would talk to the person. ","N/A. ","I might change my behavior. ",female,"Report to authority. ","Straight. ","Report to authority. ",she/her/hers,,"I share my pronouns when I do self-introductions. ","I feel confident. As comfortable as I share my name. ","culture and interests. ",N/A
2024-03-08 19:02:11,2024-03-08 19:26:07,IP Address,100,1436,True,2024-03-08 19:26:08,R_3RN19ovuoEsVUUp,anonymous,EN,"I agree, begin the research survey","I am 24, I belong to Gen Z","I have seen some ageism at my current job. Most of the staff is young, 25 or younger. We have a few older members who look down on younger staff because we don't have much work experience compared to them. While it doesn't bother me too much, I do avoid talking to them about things not related to work. ",I would say I am upper middle class.,"I have seen so many examples of discrimination based on economic status. I understand that I come from a privileged background, so I try not to show off. With classism, I feel like the best thing to do is to inform others on classism and how it can impact other areas of life.",I am Indian.,"I have been discriminated against before. When I was younger, I didn't really understand why and I would feel hurt a lot, so I would try to ""act white"" to fit in. As I got older, I would pretend that I wasn't like other Indians so people wouldn't judge me. As an adult thought, I ignore it and move on with my life.",I am not religious.,"I have seen other people whisper and point at women wearing head coverings or people praying in public. I try to be respectful when I see people doing religious activities. If I see someone mocking somebody, I try and stand in the way so they can't see them. It's not much, but I think confronting them would be too much.",I am not disabled.,"I work with disabled children, so I see ableism a lot. Honestly, a lot of the children I work with just need someone to be there for them and validate their feelings, so I try to be that person for them.",I am not neurodivergent.,"I have many friends who are neurodivergent, but I haven't really seen anything happen with them directly. I think validating their feelings and being a support person is what I would do if they were discriminated against.",I am a woman,"I have seen many examples of gender discrimination. My first instinct is to always stand up for whatever I see, and argue about it. ",I am not gay.,"When I see LGBTQIA+ discrimination, I usually talk it out with whoever the target was. ",she/her/hers,,"I always share my pronouns online and in-person. There's only been one instance where someone asked me why I shared pronouns. ",It doesn't make me feel any different. I think it's something we all should do.,"I find connection through interests such as tv shows, books, games, arts and crafts. I connect with others over music and cooking.","Identity to me is like a bunch of puzzle pieces coming together. All parts of your identity may connect in the same way, but every puzzle piece is a part of you. When you share things about yourself, you have to pick and choose which pieces people will see."
2024-03-06 20:46:03,2024-03-09 19:03:31,IP Address,100,253047,True,2024-03-09 19:03:31,R_709RsTzvjbbXPNv,email,EN,"I agree, begin the research survey","Gen Z, 18","Speaking more professionally and reserving myself socially when around those significantly older than me, speaking about the more impressive or thoughtful parts of my interests.","lower middle class, improving more towards middle class as I've gotten older.","being careful not to share about not being able to afford certain things, attempting to buy things in knockoff brands or things that look more expensive than they are..",white,ive never faced discrimination of this kind.,"i grew up being forced to go to baptist church, but i dont think i ever truly believed anything i was taught. I would now describe myself as spiritual, but not religious, I dont believe in a higher power, but i do believe in energy flowing through the world.",avoiding talking about it altogether,,,"adhd, misophonia, anxiety, depression","masking, scripting, withdrawing, not expressing needs, ","generally, im a woman, but i feel that i am just me and i am just a human and thats all that matters.","behaving overly masculine/feminine, withdrawing",queer,not bringing it up or talking about it when the people around me dont seem accepting,"he/him/his,she/her/hers,they/them/theirs",,"i just let people call me whatever pronouns come out naturally, i really just dont care what im called. i have all of them listed in my social media but thats just because i feel it so fluidly. i let other people choose to share pronouns with me if they want to, but i only sometimes ask, usually just if they look like theyre also queer. otherwise ill just default to they unless they look very obviously cis",kinda awkward sometimes but not bad,art and music,identity is not static
2024-03-09 22:20:06,2024-03-09 22:47:12,IP Address,100,1625,True,2024-03-09 22:47:12,R_62tmP1BIhvRQr9C,anonymous,EN,"I agree, begin the research survey","Gen Z, Age: 23","I look older than my age. Whenever I reveal my real age, people are surprised. The difference between my perceived age and real age has led to me being made fun of sometimes. My coping mechanisms have been, Changing my appearance: I try to keep less facial hair and have a different dressing sense to look my age.","Middle class to Upper-middle class ",No such encounter.,"Indian (South Asian) ","There was never any overt form of prejudice. It has been subtle till now. Sometimes, people assume certain things about me based on my ethnicity. Sometimes it may be right sometimes it may not. I had a a few instances where people have not been approving of my accent, although I have tried to be as legible and semantically correct in spoken English. 
Coping Mechanisms: Try to sound more ""Local"" in my accent. Having a nickname as a given name is hard to pronounce.","I am Hindu. Although I don't practice ",I have only witnessed religious discrimination. Many times my peers who are Hindus would make some unpleasant remarks about Islamic people. I have tried to point it out that what they said is not fair.,Not disabled.,No such encounters.,I am not neurodivergent.,"I witnessed people make uncomfortable remarks about people dealing with mental issues. They would discount such issues as not real and mock people behind their backs who have mental health issues. ",Male.,I have witnessed incidents of gender discrimination. Where females would be treated with a sterner attitude than males.,I am straight and consider my self as an ally,"I have witness casual homophobia. Any positive remarks about male appearances would draw suspicion towards my sexual orientation. Although I am heterosexual, I do find some aesthetic qualities in masculinity. To cope with this I make less remarks of this nature. ",he/him/his,,It has been a good and enlightening experience. Getting to know how people want to be addressed is nice.,I am okay with this practice. I believe sharing preferred pronouns helps in creating an inclusive space.,I find belonging in Music and cinema.,N/A
2024-03-09 22:47:32,2024-03-09 22:47:59,IP Address,100,26,True,2024-03-09 22:48:00,R_2atnZ6bsEd8OxMi,anonymous,EN,"I do not agree, exit the research survey",,,,,,,,,,,,,,,,,,,,,,
2024-03-10 16:44:34,2024-03-10 17:34:18,IP Address,100,2983,True,2024-03-10 17:34:19,R_7R9pBicfbEvJXy9,email,EN,"I agree, begin the research survey",2nd generation & 18 years old,"Ignorance, silence, go to the gym to use all that underestimation, have the need to impress/shut them up (used to)","Lower middle class ","I have tried to change my appearance and certainly some behavior. In fact, the way I speak, habits I grew up with, certain words, even down to hiding details about my life and circumstances.",Black/ African/Nigerian American,,Christian,"Just don't talk about it ",,,,,Male,,,,he/him/his,,No judgment or out-of-line behavior come across so far at least where I can see or hear them,Safe but also unsafe,"Everywhere where I can join without feeling like i am walking on nails and glass ","Rather than using identity as a measuring stick or a means of division, we should view it as an instrument that brings together people from diverse life experiences we have yet to fully explore"
